Sequence ID:,Length,GC Content
seq43417,285,48.07017543859649
seq43418,239,32.21757322175732
seq43419,132,58.333333333333336
seq43420,225,69.33333333333334
seq43422,295,69.83050847457626
seq43423,118,34.74576271186441
seq43424,203,68.4729064039409
seq43425,239,72.38493723849372
seq43427,193,36.26943005181347
seq43428,216,62.5
seq43431,237,33.33333333333333
seq43433,144,69.44444444444444
seq43434,296,21.95945945945946
seq43435,218,53.669724770642205
seq43436,162,34.5679012345679
seq43437,203,77.83251231527095
seq43439,103,35.92233009708738
seq43440,228,34.21052631578947
seq43441,200,54.0
seq43443,138,37.68115942028986
seq43444,274,35.03649635036496
seq43445,145,42.06896551724138
seq43447,245,43.26530612244898
seq43448,211,73.93364928909952
seq43449,130,87.6923076923077
seq43450,191,60.73298429319372
seq43451,143,67.13286713286713
seq43452,147,46.25850340136054
seq43454,267,38.951310861423224
seq43457,149,20.80536912751678
seq43458,193,53.8860103626943
seq43459,189,65.60846560846561
seq43460,205,29.268292682926827
seq43461,267,59.55056179775281
seq43462,234,38.88888888888889
seq43463,116,46.55172413793103
seq43464,226,48.23008849557522
seq43466,110,69.0909090909091
seq43467,284,34.859154929577464
seq43468,259,39.768339768339764
seq43470,239,51.46443514644351
seq43471,105,89.52380952380953
seq43472,284,56.33802816901409
seq43473,276,82.6086956521739
seq43474,213,40.375586854460096
seq43475,155,55.483870967741936
seq43477,226,35.84070796460177
seq43478,274,43.43065693430657
seq43479,152,14.473684210526317
seq43480,289,45.32871972318339
seq43482,299,56.52173913043478
seq43483,218,70.64220183486239
seq43484,258,58.91472868217055
seq43485,167,80.23952095808383
seq43486,128,70.3125
seq43487,173,41.61849710982659
seq43488,168,30.357142857142854
seq43489,138,37.68115942028986
seq43490,201,83.5820895522388
seq43491,220,38.18181818181819
seq43492,184,77.71739130434783
seq43493,130,70.0
seq43495,110,45.45454545454545
seq43497,116,82.75862068965517
seq43498,256,76.5625
seq43500,197,54.314720812182735
seq43501,147,95.91836734693877
seq43502,111,67.56756756756756
seq43503,110,69.0909090909091
seq43504,221,22.624434389140273
seq43505,294,66.3265306122449
seq43506,175,53.714285714285715
seq43507,159,42.76729559748428
seq43508,294,78.91156462585033
seq43510,137,27.73722627737226
seq43511,151,48.34437086092716
seq43512,182,43.40659340659341
seq43513,199,31.65829145728643
seq43514,297,68.68686868686868
seq43515,287,4.181184668989547
seq43516,241,78.00829875518673
seq43517,208,20.673076923076923
seq43518,141,87.2340425531915
seq43519,144,93.05555555555556
seq43520,105,46.666666666666664
seq43522,119,68.90756302521008
seq43524,116,55.172413793103445
seq43525,276,46.3768115942029
seq43526,185,49.72972972972973
seq43527,124,63.70967741935484
seq43528,152,32.23684210526316
seq43529,243,66.2551440329218
seq43531,218,76.60550458715596
seq43532,138,53.62318840579711
seq43533,193,38.34196891191709
seq43534,146,84.24657534246576
seq43535,226,65.04424778761062
seq43536,152,62.5
seq43537,110,60.909090909090914
seq43538,205,58.048780487804876
seq43539,247,30.76923076923077
seq43540,289,51.903114186851205
seq43541,282,58.156028368794324
seq43544,218,62.84403669724771
seq43545,159,87.42138364779875
seq43546,135,47.40740740740741
seq43548,201,74.6268656716418
seq43550,104,31.73076923076923
seq43551,157,76.43312101910828
seq43552,283,55.12367491166078
seq43553,212,45.28301886792453
seq43554,209,44.49760765550239
seq43555,245,66.12244897959184
seq43557,270,33.33333333333333
seq43558,293,50.170648464163826
seq43559,167,34.13173652694611
seq43560,266,68.42105263157895
seq43562,204,34.80392156862745
seq43564,131,84.7328244274809
seq43565,124,46.774193548387096
seq43566,113,69.91150442477876
seq43568,133,38.34586466165413
seq43571,184,42.391304347826086
seq43572,272,34.55882352941176
seq43573,209,59.80861244019139
seq43574,219,52.51141552511416
seq43575,262,76.33587786259542
seq43576,136,44.11764705882353
seq43577,253,75.09881422924902
seq43578,192,57.8125
seq43581,255,46.666666666666664
seq43583,222,24.774774774774773
seq43585,297,12.121212121212121
seq43586,234,33.76068376068376
seq43587,109,65.13761467889908
seq43589,187,54.54545454545454
seq43590,190,60.0
seq43591,220,18.181818181818183
seq43592,110,29.09090909090909
seq43593,241,26.556016597510375
seq43594,266,48.87218045112782
seq43595,180,16.11111111111111
seq43596,210,14.761904761904763
seq43597,225,79.55555555555556
seq43598,267,36.329588014981276
seq43599,193,48.18652849740933
seq43600,281,32.74021352313167
seq43601,209,45.45454545454545
seq43603,202,22.772277227722775
seq43604,235,57.446808510638306
seq43606,198,41.91919191919192
seq43607,101,74.25742574257426
seq43608,192,85.9375
seq43610,169,28.402366863905325
seq43611,243,15.22633744855967
seq43612,260,63.84615384615384
seq43613,270,41.85185185185185
seq43615,242,34.29752066115703
seq43616,231,25.97402597402597
seq43617,175,84.0
seq43618,288,25.0
seq43619,147,44.89795918367347
seq43620,204,80.3921568627451
seq43621,283,45.22968197879859
seq43622,270,12.962962962962962
seq43623,186,23.655913978494624
seq43625,191,74.3455497382199
seq43627,207,64.25120772946859
seq43628,256,57.8125
seq43630,107,71.02803738317756
seq43631,141,24.822695035460992
seq43633,277,76.53429602888086
seq43635,216,28.240740740740737
seq43636,213,59.154929577464785
seq43638,125,54.400000000000006
seq43639,245,41.224489795918366
seq43640,152,51.31578947368421
seq43641,135,31.851851851851855
seq43642,142,50.0
seq43643,212,57.54716981132076
seq43644,198,75.75757575757575
seq43645,122,61.47540983606557
seq43646,134,47.76119402985074
seq43647,298,73.15436241610739
seq43648,206,33.49514563106796
seq43649,105,67.61904761904762
seq43652,263,75.2851711026616
seq43654,167,62.27544910179641
seq43655,265,94.33962264150944
seq43657,239,19.665271966527197
seq43658,134,32.08955223880597
seq43660,232,43.103448275862064
seq43662,223,43.946188340807176
seq43663,135,63.70370370370371
seq43665,206,62.62135922330098
seq43666,113,46.017699115044245
seq43667,232,56.896551724137936
seq43668,115,53.91304347826087
seq43669,195,45.64102564102564
seq43671,300,43.666666666666664
seq43672,183,53.551912568306015
seq43673,223,54.26008968609865
seq43674,182,44.505494505494504
seq43675,193,38.860103626943
seq43677,184,41.84782608695652
seq43678,150,15.333333333333332
seq43679,123,40.65040650406504
seq43680,247,12.145748987854251
seq43682,109,20.18348623853211
seq43683,198,39.8989898989899
seq43684,105,47.61904761904761
seq43685,114,51.75438596491229
seq43686,196,63.26530612244898
seq43688,298,40.26845637583892
seq43689,171,40.93567251461988
seq43690,244,31.967213114754102
seq43691,215,41.3953488372093
seq43692,255,43.92156862745098
seq43693,188,52.659574468085104
seq43694,157,51.59235668789809
seq43696,262,71.37404580152672
seq43697,142,69.71830985915493
seq43698,298,52.013422818791945
seq43699,294,61.904761904761905
seq43700,239,70.29288702928869
seq43701,134,69.40298507462687
seq43702,206,34.46601941747573
seq43703,243,50.20576131687243
seq43705,265,72.83018867924528
seq43706,171,67.83625730994152
seq43707,225,50.66666666666667
seq43709,255,38.03921568627451
seq43710,285,49.122807017543856
seq43711,104,48.07692307692308
seq43712,119,47.89915966386555
seq43714,116,84.48275862068965
seq43716,226,64.60176991150442
seq43717,300,30.666666666666664
seq43718,197,57.360406091370564
seq43719,189,52.910052910052904
seq43721,106,54.71698113207547
seq43722,282,12.76595744680851
seq43723,149,81.87919463087249
seq43724,108,43.51851851851852
seq43725,260,62.30769230769231
seq43726,153,70.58823529411765
seq43728,139,64.74820143884892
seq43729,239,51.46443514644351
seq43731,157,35.6687898089172
seq43732,188,53.191489361702125
seq43734,146,41.78082191780822
seq43736,180,87.22222222222223
seq43739,148,16.216216216216218
seq43741,208,52.40384615384615
seq43742,193,36.26943005181347
seq43743,106,59.43396226415094
seq43744,217,63.594470046082954
seq43746,285,88.0701754385965
seq43747,126,11.904761904761903
seq43748,233,35.622317596566525
seq43749,204,16.176470588235293
seq43751,140,92.85714285714286
seq43752,142,53.52112676056338
seq43753,137,8.02919708029197
seq43754,120,79.16666666666666
seq43755,209,46.411483253588514
seq43759,275,8.363636363636363
seq43760,233,65.23605150214593
seq43761,215,78.13953488372093
seq43762,116,34.48275862068966
seq43765,146,67.12328767123287
seq43766,214,76.16822429906543
seq43769,264,61.36363636363637
seq43770,232,52.58620689655172
seq43771,273,57.14285714285714
seq43772,257,33.07392996108949
seq43774,253,22.134387351778656
seq43777,192,16.666666666666664
seq43778,190,52.63157894736842
seq43779,234,62.39316239316239
seq43780,296,34.45945945945946
seq43781,139,25.179856115107913
seq43784,136,27.205882352941174
seq43785,260,57.30769230769231
seq43787,288,44.79166666666667
seq43788,197,8.121827411167512
seq43789,233,56.22317596566524
seq43792,134,48.507462686567166
seq43793,274,56.934306569343065
seq43794,178,70.78651685393258
seq43796,174,59.77011494252874
seq43797,105,29.523809523809526
seq43798,147,29.25170068027211
seq43799,292,32.87671232876712
seq43800,151,31.125827814569533
seq43801,136,75.73529411764706
seq43802,272,78.67647058823529
seq43803,211,30.80568720379147
seq43804,180,59.44444444444444
seq43805,173,41.61849710982659
seq43806,234,73.07692307692307
seq43807,138,29.71014492753623
seq43808,290,77.24137931034483
seq43809,236,38.13559322033898
seq43811,218,29.81651376146789
seq43813,141,5.673758865248227
seq43814,132,35.60606060606061
seq43815,134,53.73134328358209
seq43817,202,52.475247524752476
seq43819,226,64.15929203539822
seq43820,180,72.22222222222221
seq43821,104,83.65384615384616
seq43822,284,54.22535211267606
seq43823,290,38.96551724137931
seq43824,238,35.294117647058826
seq43825,254,68.11023622047244
seq43826,258,70.15503875968993
seq43827,266,50.37593984962406
seq43828,239,64.01673640167364
seq43829,266,56.390977443609025
seq43830,237,18.565400843881857
seq43831,260,70.76923076923077
seq43832,211,80.09478672985783
seq43834,129,61.240310077519375
seq43836,230,58.69565217391305
seq43837,123,26.01626016260163
seq43838,133,25.563909774436087
seq43839,166,69.27710843373494
seq43841,123,68.29268292682927
seq43842,250,15.6
seq43843,173,30.057803468208093
seq43845,276,34.05797101449276
seq43847,171,42.10526315789473
seq43848,160,73.75
seq43849,235,8.51063829787234
seq43850,165,46.666666666666664
seq43851,276,57.608695652173914
seq43852,234,15.384615384615385
seq43853,209,29.1866028708134
seq43854,170,41.17647058823529
seq43855,150,61.33333333333333
seq43858,247,47.77327935222672
seq43859,292,53.082191780821915
seq43860,295,74.57627118644068
seq43861,244,75.40983606557377
seq43862,294,56.4625850340136
seq43863,294,43.87755102040816
seq43864,269,39.03345724907063
seq43865,134,26.865671641791046
seq43866,256,50.78125
seq43867,154,59.09090909090909
seq43868,289,48.09688581314879
seq43869,255,6.666666666666667
seq43871,179,40.22346368715084
seq43872,290,53.103448275862064
seq43873,239,52.30125523012552
seq43874,295,36.271186440677965
seq43876,211,59.241706161137444
seq43877,163,69.93865030674846
seq43878,259,15.057915057915059
seq43879,294,11.224489795918368
seq43882,149,93.95973154362416
seq43884,151,50.331125827814574
seq43886,277,68.23104693140795
seq43887,266,82.33082706766918
seq43888,102,81.37254901960785
seq43889,151,38.41059602649007
seq43890,175,56.00000000000001
seq43891,160,66.25
seq43893,250,31.6
seq43895,151,86.09271523178808
seq43896,295,46.440677966101696
seq43897,253,67.19367588932806
seq43898,118,67.79661016949152
seq43899,248,39.91935483870967
seq43901,187,49.19786096256685
seq43902,196,30.102040816326532
seq43903,212,45.75471698113208
seq43904,223,63.67713004484305
seq43905,297,27.27272727272727
seq43906,109,88.07339449541286
seq43907,129,46.51162790697674
seq43908,262,40.458015267175576
seq43909,268,83.2089552238806
seq43910,132,57.57575757575758
seq43911,253,56.52173913043478
seq43912,251,54.18326693227091
seq43913,165,30.303030303030305
seq43914,123,50.40650406504065
seq43915,288,53.125
seq43917,277,45.48736462093863
seq43918,149,57.04697986577181
seq43919,300,79.33333333333333
seq43923,211,18.48341232227488
seq43924,261,40.229885057471265
seq43925,270,27.037037037037038
seq43927,274,90.87591240875912
seq43928,135,23.703703703703706
seq43930,228,20.175438596491226
seq43933,134,84.32835820895522
seq43934,142,39.436619718309856
seq43935,159,47.16981132075472
seq43937,210,49.523809523809526
seq43938,263,42.585551330798474
seq43939,102,53.92156862745098
seq43940,120,79.16666666666666
seq43942,289,12.45674740484429
seq43943,283,72.08480565371025
seq43944,263,65.77946768060836
seq43945,186,17.741935483870968
seq43946,258,32.17054263565892
seq43947,283,40.98939929328622
seq43948,252,53.17460317460318
seq43949,101,60.396039603960396
seq43950,264,35.22727272727273
seq43951,169,42.01183431952663
seq43952,131,37.404580152671755
seq43953,215,39.06976744186046
seq43955,166,25.301204819277107
seq43956,264,48.10606060606061
seq43957,272,70.22058823529412
seq43958,147,89.1156462585034
seq43959,140,40.0
seq43960,123,47.96747967479675
seq43961,269,32.71375464684015
seq43962,271,63.09963099630996
seq43963,241,60.58091286307054
seq43965,113,81.41592920353983
seq43966,197,10.65989847715736
seq43969,262,69.08396946564885
seq43970,148,28.37837837837838
seq43971,225,35.55555555555556
seq43973,108,78.70370370370371
seq43974,156,31.41025641025641
seq43975,170,21.176470588235293
seq43976,127,66.14173228346458
seq43977,124,62.903225806451616
seq43978,286,66.08391608391608
seq43979,188,48.93617021276596
seq43980,126,41.269841269841265
seq43981,116,63.793103448275865
seq43982,286,51.74825174825175
seq43983,213,50.70422535211267
seq43984,142,21.12676056338028
seq43985,219,71.68949771689498
seq43986,138,59.42028985507246
seq43987,249,55.42168674698795
seq43988,111,56.75675675675676
seq43989,269,67.65799256505576
seq43990,114,64.03508771929825
seq43991,124,69.35483870967742
seq43993,215,46.04651162790698
seq43995,173,82.08092485549133
seq43997,103,38.83495145631068
seq43998,158,27.21518987341772
seq44001,284,26.76056338028169
seq44002,246,65.85365853658537
seq44003,215,53.02325581395348
seq44004,271,25.830258302583026
seq44005,101,74.25742574257426
seq44008,274,52.18978102189781
seq44009,148,66.8918918918919
seq44010,173,51.445086705202314
seq44011,229,79.47598253275109
seq44012,248,85.08064516129032
seq44013,104,79.8076923076923
seq44014,149,57.04697986577181
seq44015,167,64.07185628742515
seq44016,112,18.75
seq44017,209,49.760765550239235
seq44018,218,36.69724770642202
seq44019,275,81.0909090909091
seq44020,208,53.84615384615385
seq44022,239,79.07949790794979
seq44023,291,43.986254295532646
seq44025,250,47.599999999999994
seq44026,224,85.26785714285714
seq44027,258,17.05426356589147
seq44028,110,86.36363636363636
seq44029,261,66.66666666666666
seq44030,187,56.68449197860963
seq44031,148,66.21621621621621
seq44032,203,49.26108374384236
seq44033,102,74.50980392156863
seq44034,139,33.81294964028777
seq44035,113,29.20353982300885
seq44036,154,61.038961038961034
seq44037,195,40.0
seq44038,245,14.285714285714285
seq44039,191,38.7434554973822
seq44040,108,72.22222222222221
seq44043,155,53.5483870967742
seq44044,108,57.407407407407405
seq44045,181,88.95027624309392
seq44046,262,77.09923664122137
seq44047,244,47.950819672131146
seq44048,130,41.53846153846154
seq44049,273,80.58608058608058
seq44050,153,67.97385620915033
seq44054,226,43.36283185840708
seq44055,263,42.585551330798474
seq44056,155,69.6774193548387
seq44057,146,15.068493150684931
seq44058,227,68.72246696035242
seq44059,189,16.93121693121693
seq44060,244,46.72131147540984
seq44061,125,60.0
seq44062,137,9.48905109489051
seq44063,170,65.29411764705883
seq44064,242,69.42148760330579
seq44065,166,34.93975903614458
seq44066,108,57.407407407407405
seq44067,131,38.93129770992366
seq44068,167,54.49101796407185
seq44070,270,47.40740740740741
seq44071,221,77.82805429864254
seq44072,121,54.54545454545454
seq44074,179,69.27374301675978
seq44075,103,5.825242718446602
seq44076,238,42.857142857142854
seq44078,140,76.42857142857142
seq44080,158,84.17721518987342
seq44082,237,44.72573839662447
seq44084,107,95.32710280373831
seq44085,261,41.7624521072797
seq44087,221,80.99547511312217
seq44088,204,30.88235294117647
seq44089,245,65.3061224489796
seq44090,117,26.495726495726498
seq44091,120,71.66666666666667
seq44092,209,50.717703349282296
seq44093,260,35.76923076923077
seq44094,253,34.78260869565217
seq44095,239,55.23012552301255
seq44096,296,18.91891891891892
seq44097,154,88.96103896103897
seq44098,265,58.490566037735846
seq44099,286,30.76923076923077
seq44100,218,62.84403669724771
seq44101,229,61.135371179039296
seq44103,289,67.82006920415225
seq44104,214,63.55140186915887
seq44105,181,45.30386740331492
seq44106,232,34.91379310344828
seq44107,286,31.818181818181817
seq44108,209,47.368421052631575
seq44109,285,66.3157894736842
seq44111,300,81.0
seq44112,144,47.91666666666667
seq44113,129,52.71317829457365
seq44114,140,26.42857142857143
seq44115,115,75.65217391304347
seq44117,149,54.36241610738255
seq44118,262,68.70229007633588
seq44119,122,58.19672131147541
seq44120,292,47.26027397260274
seq44122,237,81.0126582278481
seq44123,165,63.030303030303024
seq44124,263,17.870722433460077
seq44125,212,12.735849056603774
seq44126,221,83.710407239819
seq44127,187,31.016042780748666
seq44128,208,56.25
seq44129,264,17.803030303030305
seq44130,200,76.0
seq44131,155,25.806451612903224
seq44132,247,93.11740890688259
seq44133,238,49.57983193277311
seq44135,127,63.77952755905512
seq44136,225,56.888888888888886
seq44137,155,45.806451612903224
seq44138,189,18.51851851851852
seq44139,156,11.538461538461538
seq44141,240,46.25
seq44142,264,50.378787878787875
seq44144,274,59.854014598540154
seq44145,173,17.91907514450867
seq44148,122,72.1311475409836
seq44149,124,24.193548387096776
seq44150,158,79.11392405063292
seq44152,204,45.588235294117645
seq44153,127,25.196850393700785
seq44154,161,73.29192546583852
seq44155,240,20.0
seq44156,183,35.51912568306011
seq44158,239,95.39748953974896
seq44159,132,28.78787878787879
seq44160,285,25.964912280701753
seq44162,148,17.56756756756757
seq44163,124,11.29032258064516
seq44164,249,57.831325301204814
seq44165,189,28.04232804232804
seq44166,130,27.692307692307693
seq44167,212,30.18867924528302
seq44169,116,70.6896551724138
seq44170,223,9.417040358744394
seq44171,204,81.37254901960785
seq44174,173,43.93063583815029
seq44175,173,74.56647398843931
seq44176,300,27.0
seq44178,212,49.528301886792455
seq44179,143,39.86013986013986
seq44180,223,57.399103139013455
seq44181,206,42.23300970873786
seq44182,247,17.408906882591094
seq44183,210,25.71428571428571
seq44186,119,67.22689075630252
seq44187,182,62.08791208791209
seq44188,166,30.72289156626506
seq44189,153,50.326797385620914
seq44190,289,32.52595155709342
seq44191,222,68.01801801801803
seq44192,198,48.484848484848484
seq44193,287,26.132404181184672
seq44194,278,52.87769784172662
seq44195,153,50.326797385620914
seq44196,250,49.2
seq44198,271,39.48339483394834
seq44199,203,50.24630541871922
seq44200,192,72.39583333333334
seq44201,148,74.32432432432432
seq44202,169,48.5207100591716
seq44203,297,27.27272727272727
seq44204,268,61.56716417910447
seq44205,297,67.67676767676768
seq44206,155,52.25806451612903
seq44207,174,29.88505747126437
seq44209,244,43.85245901639344
seq44210,145,64.13793103448275
seq44211,138,94.20289855072464
seq44212,300,20.333333333333332
seq44213,131,12.977099236641221
seq44214,114,22.807017543859647
seq44215,155,83.87096774193549
seq44216,118,34.74576271186441
seq44217,261,55.938697318007655
seq44218,129,59.68992248062015
seq44219,191,32.98429319371728
seq44220,268,43.28358208955223
seq44222,295,73.89830508474576
seq44223,171,31.57894736842105
seq44224,265,29.81132075471698
seq44225,210,54.761904761904766
seq44226,137,74.45255474452554
seq44227,191,55.497382198952884
seq44229,258,42.63565891472868
seq44230,199,36.68341708542713
seq44231,107,7.476635514018691
seq44232,243,88.06584362139918
seq44235,159,32.70440251572327
seq44238,216,34.25925925925926
seq44239,128,49.21875
seq44240,291,39.175257731958766
seq44241,298,67.78523489932886
seq44242,138,44.20289855072464
seq44243,110,75.45454545454545
seq44244,180,48.333333333333336
seq44245,149,55.70469798657718
seq44246,197,30.96446700507614
seq44247,112,51.78571428571429
seq44248,136,73.52941176470588
seq44249,163,21.472392638036812
seq44250,175,65.14285714285715
seq44251,257,7.782101167315175
seq44252,246,48.78048780487805
seq44253,125,37.6
seq44254,247,31.17408906882591
seq44255,129,58.91472868217055
seq44257,297,24.242424242424242
seq44258,156,32.05128205128205
seq44262,183,6.0109289617486334
seq44263,213,44.13145539906103
seq44265,183,25.136612021857925
seq44266,130,57.692307692307686
seq44267,281,37.36654804270463
seq44268,275,12.727272727272727
seq44269,235,35.319148936170215
seq44270,180,68.88888888888889
seq44271,151,57.615894039735096
seq44273,239,36.40167364016737
seq44274,108,42.592592592592595
seq44275,114,68.42105263157895
seq44277,211,47.39336492890995
seq44278,112,75.89285714285714
seq44279,240,53.333333333333336
seq44280,105,41.904761904761905
seq44281,268,62.68656716417911
seq44282,112,75.89285714285714
seq44283,152,51.31578947368421
seq44285,146,50.0
seq44286,141,40.42553191489361
seq44287,117,45.2991452991453
seq44289,263,9.885931558935361
seq44291,261,31.03448275862069
seq44292,138,25.36231884057971
seq44294,141,66.66666666666666
seq44295,243,26.74897119341564
seq44296,161,47.82608695652174
seq44297,285,51.2280701754386
seq44298,208,54.807692307692314
seq44299,203,55.66502463054187
seq44300,172,40.69767441860465
seq44301,222,39.63963963963964
seq44302,260,48.07692307692308
seq44303,242,70.24793388429752
seq44306,246,27.235772357723576
seq44307,181,59.11602209944752
seq44308,265,75.47169811320755
seq44309,120,30.833333333333336
seq44310,231,81.81818181818183
seq44311,288,49.65277777777778
seq44312,115,32.17391304347826
seq44315,173,50.28901734104046
seq44316,213,42.25352112676056
seq44317,124,50.806451612903224
seq44318,255,44.70588235294118
seq44319,103,37.86407766990291
seq44321,135,64.44444444444444
seq44322,262,56.48854961832062
seq44324,103,49.51456310679612
seq44325,232,47.8448275862069
seq44326,204,15.196078431372548
seq44327,235,22.5531914893617
seq44328,178,48.31460674157304
seq44330,138,50.72463768115942
seq44331,108,38.88888888888889
seq44332,189,39.15343915343915
seq44333,241,54.77178423236515
seq44334,293,32.42320819112628
seq44335,194,29.381443298969074
seq44336,174,62.643678160919535
seq44337,299,50.50167224080268
seq44338,272,45.220588235294116
seq44339,109,44.03669724770643
seq44340,156,91.02564102564102
seq44341,185,62.70270270270271
seq44342,119,51.26050420168067
seq44343,211,89.0995260663507
seq44344,104,50.0
seq44345,156,44.230769230769226
seq44346,277,42.238267148014444
seq44348,186,24.731182795698924
seq44349,201,64.17910447761194
seq44350,160,72.5
seq44351,246,57.3170731707317
seq44352,245,44.48979591836735
seq44354,293,20.477815699658702
seq44356,278,54.67625899280576
seq44357,207,73.91304347826086
seq44358,299,50.16722408026756
seq44361,142,50.0
seq44363,172,37.7906976744186
seq44365,220,90.9090909090909
seq44366,206,69.90291262135922
seq44367,272,44.11764705882353
seq44368,106,11.320754716981133
seq44369,224,14.285714285714285
seq44370,104,45.19230769230769
seq44372,274,41.24087591240876
seq44373,282,65.60283687943263
seq44375,294,36.394557823129254
seq44376,296,50.0
seq44378,140,59.285714285714285
seq44379,230,75.65217391304347
seq44380,229,70.74235807860262
seq44381,235,65.53191489361701
seq44382,294,63.94557823129252
seq44383,130,41.53846153846154
seq44384,133,68.42105263157895
seq44385,271,10.70110701107011
seq44386,183,60.65573770491803
seq44387,164,60.97560975609756
seq44388,265,76.60377358490567
seq44389,151,82.78145695364239
seq44391,277,63.898916967509024
seq44392,299,69.23076923076923
seq44394,263,35.741444866920155
seq44395,199,24.623115577889447
seq44396,112,35.714285714285715
seq44397,262,53.81679389312977
seq44398,217,35.483870967741936
seq44400,217,33.6405529953917
seq44403,121,56.19834710743802
seq44404,138,15.942028985507244
seq44405,280,23.214285714285715
seq44407,272,70.22058823529412
seq44408,171,18.71345029239766
seq44409,274,59.854014598540154
seq44411,153,34.64052287581699
seq44412,257,38.52140077821012
seq44413,233,45.92274678111588
seq44414,231,50.649350649350644
seq44415,225,37.77777777777778
seq44416,217,92.62672811059907
seq44417,283,25.4416961130742
seq44418,119,54.621848739495796
seq44419,298,32.5503355704698
seq44421,109,46.788990825688074
seq44422,133,60.150375939849624
seq44424,295,18.64406779661017
seq44425,248,22.983870967741936
seq44426,285,66.3157894736842
seq44428,151,45.6953642384106
seq44429,247,48.987854251012145
seq44430,186,61.29032258064516
seq44431,106,46.22641509433962
seq44432,123,28.455284552845526
seq44433,102,41.17647058823529
seq44434,250,26.400000000000002
seq44435,191,48.69109947643979
seq44436,243,51.440329218106996
seq44437,149,26.174496644295303
seq44438,163,20.858895705521473
seq44439,283,70.31802120141343
seq44440,208,62.019230769230774
seq44441,110,28.18181818181818
seq44442,147,37.41496598639456
seq44443,215,57.674418604651166
seq44444,236,75.42372881355932
seq44445,221,52.488687782805435
seq44447,279,50.179211469534046
seq44448,188,10.106382978723403
seq44450,198,78.28282828282829
seq44451,108,29.629629629629626
seq44452,113,5.3097345132743365
seq44454,235,71.06382978723404
seq44455,112,55.35714285714286
seq44456,186,30.107526881720432
seq44457,149,40.939597315436245
seq44459,201,48.756218905472636
seq44461,114,33.33333333333333
seq44462,101,24.752475247524753
seq44463,140,18.571428571428573
seq44464,141,27.659574468085108
seq44465,299,39.46488294314381
seq44467,152,41.44736842105263
seq44468,282,55.319148936170215
seq44469,199,30.15075376884422
seq44471,215,6.511627906976744
seq44472,152,24.342105263157894
seq44473,113,78.76106194690266
seq44474,239,73.22175732217573
seq44475,216,71.29629629629629
seq44478,287,83.97212543554006
seq44479,117,18.803418803418804
seq44480,270,50.37037037037037
seq44482,166,89.7590361445783
seq44483,221,54.75113122171946
seq44484,192,57.291666666666664
seq44485,292,32.534246575342465
seq44486,167,76.64670658682635
seq44487,115,65.21739130434783
seq44489,116,52.58620689655172
seq44490,135,45.925925925925924
seq44491,253,24.110671936758894
seq44492,203,67.98029556650246
seq44493,157,47.13375796178344
seq44494,121,9.090909090909092
seq44496,175,28.57142857142857
seq44497,197,72.08121827411168
seq44498,288,75.69444444444444
seq44499,198,36.36363636363637
seq44502,169,34.319526627218934
seq44503,224,46.42857142857143
seq44504,132,49.24242424242424
seq44506,146,30.82191780821918
seq44507,262,45.41984732824427
seq44508,193,38.860103626943
seq44509,139,13.66906474820144
seq44510,127,62.20472440944882
seq44511,190,51.578947368421055
seq44512,240,71.66666666666667
seq44513,121,61.15702479338842
seq44514,233,60.51502145922747
seq44515,299,67.22408026755853
seq44516,249,44.97991967871486
seq44517,212,60.37735849056604
seq44518,265,55.094339622641506
seq44519,122,74.59016393442623
seq44520,257,49.416342412451364
seq44521,177,90.96045197740112
seq44522,164,28.04878048780488
seq44523,257,41.63424124513619
seq44525,173,56.64739884393064
seq44526,300,49.0
seq44527,129,21.705426356589147
seq44529,102,43.13725490196079
seq44530,107,71.02803738317756
seq44531,117,79.48717948717949
seq44532,292,12.32876712328767
seq44534,262,40.0763358778626
seq44535,247,57.48987854251012
seq44536,168,89.88095238095238
seq44537,170,55.294117647058826
seq44539,133,54.13533834586466
seq44541,263,60.45627376425855
seq44542,267,23.970037453183522
seq44544,153,28.75816993464052
seq44545,298,76.84563758389261
seq44546,143,58.04195804195804
seq44547,157,23.56687898089172
seq44548,280,12.5
seq44549,237,62.869198312236286
seq44550,137,56.20437956204379
seq44551,217,38.24884792626728
seq44552,127,40.15748031496063
seq44554,260,26.53846153846154
seq44555,260,35.0
seq44556,282,48.58156028368794
seq44557,132,56.81818181818182
seq44558,122,77.04918032786885
seq44559,292,65.75342465753424
seq44560,232,51.724137931034484
seq44561,261,15.708812260536398
seq44562,137,75.91240875912408
seq44563,160,65.0
seq44564,258,68.21705426356588
seq44565,247,27.125506072874494
seq44572,251,44.223107569721115
seq44573,231,57.57575757575758
seq44574,189,35.44973544973545
seq44575,197,51.776649746192895
seq44576,286,51.39860139860139
seq44577,109,28.440366972477065
seq44578,215,15.348837209302326
seq44579,295,49.83050847457628
seq44580,208,52.88461538461539
seq44582,210,64.28571428571429
seq44583,274,56.20437956204379
seq44585,255,35.294117647058826
seq44586,233,57.5107296137339
seq44589,128,92.96875
seq44590,122,72.1311475409836
seq44591,173,59.53757225433526
seq44592,155,50.967741935483865
seq44594,142,73.23943661971832
seq44595,293,55.2901023890785
seq44596,276,88.04347826086956
seq44597,194,12.371134020618557
seq44598,219,88.12785388127854
seq44599,161,40.993788819875775
seq44600,266,33.83458646616541
seq44601,126,74.60317460317461
